Influencer_ID,Name,Platform,Followers,Engagement_Rate,Avg_Likes,Avg_Comments,Posts_Per_Month,Category,Location,Collab_Cost,Audience_Age,Audience_Gender,Growth_Rate,Video_Views
INF0953,Vrishti549,Instagram,84067,4.33,2927,106,16,Fitness,Chennai,84170,25-34,Female,1.78,172476
INF0954,Logan535,YouTube,47606,11.14,4004,84,30,Education,Hyderabad,49842,25-34,Mixed,5.32,133554
INF0955,Kala61,Instagram,48480,3.7,1768,451,12,Tech,Vijayawada,17577,25-34,Female,4.42,74959
INF0956,Anmol865,Instagram,80245,4.54,2852,122,27,Fashion,Ahmedabad,94628,18-24,Mixed,6.31,174044
INF0957,Aadi242,Instagram,41279,11.47,3932,126,22,Gaming,Bengaluru,36382,18-24,Mixed,2.49,57796
INF0958,Chatura164,Instagram,48584,8.53,3459,219,6,Gaming,Bengaluru,54600,25-34,Female,1.21,72587
INF0959,Rajata221,YouTube,29851,5.43,1470,356,25,Fitness,Delhi,25443,35-44,Female,0.68,81389
INF0960,Rohan971,YouTube,38489,10.15,3651,140,27,Tech,Jaipur,23268,35-44,Male,8.9,78310
INF0961,Bakhshi723,Instagram,10541,2.46,244,280,27,Travel,Vijayawada,4978,25-34,Male,5.39,17736
INF0962,Vivaan710,Instagram,68915,5.31,3400,432,18,Lifestyle,Vijayawada,80504,35-44,Female,3.7,76787
INF0963,Madhavi460,YouTube,76997,4.85,3184,454,28,Food,Bengaluru,43894,18-24,Male,2.98,140134
INF0964,Shaurya479,YouTube,15927,4.06,541,94,15,Lifestyle,Hyderabad,19082,13-17,Mixed,1.0,29351
INF0965,Tanay663,Instagram,42583,8.87,3377,179,10,Education,Ahmedabad,43604,18-24,Mixed,0.97,94976
INF0966,Diya252,YouTube,59683,4.97,2333,340,16,Lifestyle,Bengaluru,21995,13-17,Female,7.98,118528
INF0967,Gavin733,YouTube,40478,6.71,2075,97,16,Fitness,Chennai,12602,18-24,Mixed,9.73,68745
INF0968,Leela443,Instagram,41298,7.08,2298,372,19,Fitness,Delhi,18605,25-34,Female,6.06,63742
INF0969,Manthan632,YouTube,30370,10.7,3122,125,5,Finance,Delhi,13404,25-34,Mixed,8.84,43102
INF0970,Charvi374,Instagram,70282,8.0,4006,250,29,Gaming,Ahmedabad,47269,25-34,Mixed,7.54,146200
INF0971,Kashvi547,Instagram,26251,7.92,2023,82,24,Food,Jaipur,20887,35-44,Mixed,2.89,60407
INF0972,Laban57,Instagram,60589,2.66,1549,417,7,Lifestyle,Chennai,25860,18-24,Mixed,1.96,119013
INF0973,Ekantika116,Instagram,12009,10.22,868,361,23,Finance,Mumbai,14235,25-34,Female,1.76,28208
INF0974,Yashasvi308,YouTube,92494,6.84,5574,140,25,Education,Mumbai,88056,35-44,Female,0.94,129325
INF0975,Frederick957,Instagram,53417,10.74,4964,242,30,Tech,Kolkata,51968,13-17,Male,1.13,158914
INF0976,Unnati236,YouTube,26503,11.89,2550,381,27,Fashion,Mumbai,11232,18-24,Mixed,4.12,38292
INF0977,Raksha875,YouTube,5797,9.77,556,112,29,Travel,Kolkata,5131,35-44,Mixed,9.23,10408
INF0978,Dipta847,Instagram,28005,6.07,1699,402,10,Food,Kolkata,27597,18-24,Female,5.94,75667
INF0979,Udarsh87,YouTube,70783,7.96,4804,325,26,Tech,Mumbai,36902,35-44,Mixed,3.39,135792
INF0980,Odika64,Instagram,88891,3.93,2525,407,7,Lifestyle,Vijayawada,64333,35-44,Mixed,3.88,243649
INF0981,Wridesh462,Instagram,73321,2.07,1295,306,22,Fashion,Kolkata,66017,25-34,Mixed,8.2,121155
INF0982,Warda325,Instagram,31691,8.63,2301,371,13,Fashion,Mumbai,35418,13-17,Male,0.96,91563
INF0983,Hemangini511,Instagram,28903,5.64,1297,425,15,Education,Mumbai,25733,13-17,Female,8.12,68386
INF0984,Warinder807,Instagram,79303,10.54,7072,122,7,Food,Vijayawada,69462,25-34,Male,7.6,221846
INF0985,Mason575,Instagram,26912,10.9,2581,173,28,Education,Hyderabad,18642,25-34,Mixed,5.91,44766
INF0986,Ayushman44,Instagram,21975,6.68,1364,271,18,Tech,Delhi,14772,25-34,Male,4.51,22548
INF0987,Vidhi419,YouTube,18584,2.55,360,159,19,Lifestyle,Pune,9847,13-17,Male,5.93,16544
INF0988,Jai121,YouTube,93610,9.3,7575,193,9,Travel,Chennai,51101,13-17,Mixed,7.15,238770
INF0989,Wazir660,YouTube,25063,10.06,2440,454,29,Fashion,Chennai,25973,13-17,Female,2.59,58613
INF0990,Hritik413,YouTube,9858,11.7,888,90,29,Fitness,Hyderabad,3394,13-17,Male,2.43,18639
INF0991,Hemang477,YouTube,82669,4.55,2974,255,21,Beauty,Kolkata,89913,25-34,Mixed,2.08,161781
INF0992,Lakshit121,Instagram,93876,6.64,5789,435,24,Food,Kolkata,95920,25-34,Mixed,1.57,233863
INF0993,Balendra87,Instagram,55481,5.36,2839,303,9,Fashion,Bengaluru,63108,18-24,Mixed,8.17,158161
INF0994,Michael994,YouTube,85316,4.05,2970,427,24,Food,Bengaluru,80568,25-34,Male,6.96,108598
INF0995,Ikshita580,Instagram,5416,2.13,106,423,15,Gaming,Vijayawada,5710,13-17,Mixed,0.57,6502
INF0996,Laksh956,Instagram,95817,9.65,8896,74,4,Fitness,Delhi,99521,18-24,Mixed,3.56,111759
INF0997,Jagvi480,Instagram,71567,5.01,3226,34,23,Travel,Pune,78258,18-24,Male,4.45,138038
INF0998,Simon740,YouTube,5450,10.48,537,41,12,Finance,Hyderabad,6270,13-17,Mixed,6.2,8039
INF0999,Bhavani506,Instagram,7316,11.3,732,249,13,Beauty,Vijayawada,7422,13-17,Male,8.55,9242
INF1000,Laksh837,YouTube,30897,4.75,1267,345,22,Gaming,Vijayawada,17197,13-17,Mixed,3.9,61441
